,date,debate_name,debate_section,speaker,speech,speaking_time_seconds,candidate,bow_representation
5769,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,John Delaney,All right. All the economists agree that a carbon pricing mechanism works. You just have to do it right. You  put a price on carbon raise energy prices and not give the money back to the American people. My proposal which is put a price on carbon give a dividend back to the American people. It goes out one pocket back in the other-,,True,"[('all', 2), ('economist', 1), ('carbon', 3), ('pricing', 1), ('mechanism', 1), ('work', 1), ('you', 2), ('price', 3), ('raise', 1), ('energy', 1), ('give', 2), ('money', 1), ('american', 2), ('proposal', 1), ('dividend', 1), ('go', 1), ('pocket', 1), ('other', 1)]"
5771,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,John Delaney,I can get that passed my first year as president with a coalition of every Democrat in the Congress and the Republicans who live in coastal states.,,True,"[('pass', 1), ('coalition', 1), ('democrat', 1), ('congress', 1), ('republican', 1), ('coastal', 1), ('state', 1)]"
5775,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,John Delaney,This has got to be our way forward if  actually serious about this issue.,,True,"[('this', 1), ('get', 1), ('serious', 1)]"
5776,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Chuck Todd,ank you. Congresswoman Gabbard  going to move here. One of the first things you did after launching your campaign was to issue an apology to the LGBTQ community about your past stances and statements on gay rights. After the Trump administration rollbacks of civil rights protections for many in that community why should voters in that community or voters that care about this issue in general trust you now?,,False,"[('ank', 1), ('congresswoman', 1), ('gabbard', 1), ('go', 1), ('one', 1), ('thing', 1), ('launch', 1), ('campaign', 1), ('apology', 1), ('lgbtq', 1), ('community', 3), ('past', 1), ('stance', 1), ('statement', 1), ('gay', 1), ('right', 2), ('after', 1), ('trump', 1), ('administration', 1), ('rollback', 1), ('civil', 1), ('protection', 1), ('voter', 2), ('care', 1), ('general', 1), ('trust', 1)]"
5777,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Tulsi Gabbard,Well let me say that there is no one in our government at any level who has the right to tell any American who they should be allowed to love or who they should be allowed to marry. My record in Congress for over six years shows my commitment to fighting for LGBTQ equality. I serve on the equality Caucus and recently voted for passage of the equality act. Maybe many people in this country can relate to the fact that I grew up in a socially conservative home held views when I was very young that I no longer hold today.  served with LGBTQ service members both in training and deployed downrange. I know that they would give their life for me and I would give my life for them. It is this commitment that  carry through as president of the United States recognizing that there are still people who are facing discrimination in the workplace still people who are unable to find a home for their families. It is this kind of discrimination that we need to address.,,True,"[('well', 1), ('government', 1), ('level', 1), ('american', 1), ('allow', 2), ('love', 1), ('marry', 1), ('record', 1), ('congress', 1), ('six', 1), ('year', 1), ('show', 1), ('commitment', 2), ('fight', 1), ('lgbtq', 2), ('equality', 3), ('serve', 2), ('caucus', 1), ('recently', 1), ('vote', 1), ('passage', 1), ('act', 1), ('maybe', 1), ('relate', 1), ('grow', 1), ('socially', 1), ('conservative', 1), ('home', 2), ('held', 1), ('view', 1), ('young', 1), ('longer', 1), ('hold', 1), ('service', 1), ('member', 1), ('training', 1), ('deployed', 1), ('downrange', 1), ('give', 2), ('life', 2), ('carry', 1), ('united', 1), ('state', 1), ('recognize', 1), ('face', 1), ('discrimination', 2), ('workplace', 1), ('unable', 1), ('find', 1), ('family', 1), ('address', 1)]"
5779,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Cory Booker,ut  not enough. It not enough. If I could add to this It very important.,,True,"[('add', 1)]"
5781,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Cory Booker,This is not enough. Look. Civil rights is someplace to begin but in the African American civil rights community another place to focus on was to stop the lynching of African Americans. We do not talk enough about trans Americans especially African American trans Americans and the incredibly high rates of murder right now. We  talk enough about how many children about 30% of LGBTQ kids who do no go to school because of fear. It not enough just to be on the equality act.  an original co-sponsor. We need to have a president that will fight to protect LGBTQ Americans every single day from violence in our country.,,True,"[('this', 1), ('look', 1), ('civil', 2), ('right', 2), ('someplace', 1), ('african', 3), ('american', 6), ('community', 1), ('another', 1), ('focus', 1), ('lynch', 1), ('trans', 2), ('especially', 1), ('incredibly', 1), ('high', 1), ('rate', 1), ('murder', 1), ('child', 1), ('lgbtq', 2), ('kid', 1), ('school', 1), ('fear', 1), ('equality', 1), ('act', 1), ('original', 1), ('cosponsor', 1), ('fight', 1), ('protect', 1), ('violence', 1)]"
5784,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Rachel Maddow,Senator Klobuchar let me put this to you. On the issue of civil rights. For decades On the issue of civil rights and demographics honestly and politics. For decades the Democratic party has counted on African American voter turnout as step one to winning elections on a national level. Democrats are counting on the Latino community now and in the future in the same way. What have you done for black and Latino voters that should enthuse them about going to the polls for you if  your party nominee?,,False,"[('senator', 1), ('klobuchar', 1), ('civil', 2), ('right', 2), ('for', 2), ('decade', 2), ('demographic', 1), ('honestly', 1), ('politics', 1), ('democratic', 1), ('party', 2), ('count', 1), ('african', 1), ('american', 1), ('voter', 2), ('turnout', 1), ('step', 1), ('win', 1), ('election', 1), ('national', 1), ('level', 1), ('democrat', 1), ('counting', 1), ('latino', 2), ('community', 1), ('future', 1), ('what', 1), ('do', 1), ('black', 1), ('enthuse', 1), ('go', 1), ('poll', 1), ('nominee', 1)]"
5785,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Amy Klobuchar,My life and my career and my work in the Senate has been about economic opportunity. And to me this means better childcare for everyone in this country. And when you want to have an economy that works you need to have retirement that works you need to have public schools that work. And you also need to make sure that those communities are able to get those jobs of the future the STEM jobs. In fact Donald Trump one of the first bills that he signed of the 34 he signed where I was the lead Democrat Okay  a first up here Was one that was about that making sure minority community members could share in those jobs.,,True,"[('life', 1), ('career', 1), ('work', 4), ('senate', 1), ('economic', 1), ('opportunity', 1), ('and', 3), ('mean', 1), ('well', 1), ('childcare', 1), ('everyone', 1), ('economy', 1), ('retirement', 1), ('public', 1), ('school', 1), ('community', 2), ('able', 1), ('job', 3), ('future', 1), ('stem', 1), ('donald', 1), ('trump', 1), ('bill', 1), ('sign', 2), ('lead', 1), ('democrat', 1), ('okay', 1), ('be', 1), ('make', 1), ('minority', 1), ('member', 1), ('share', 1)]"
5786,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Amy Klobuchar,So to me this is about a few things. It about an African American woman that goes to a hospital in New Orleans says her hands are swollen and then doctor ignores her and her baby dies. It about the fact that African-American women make 61 cents for every dollar a white man makes.,,True,"[('thing', 1), ('african', 1), ('american', 1), ('woman', 2), ('go', 1), ('hospital', 1), ('new', 1), ('orleans', 1), ('say', 1), ('hand', 1), ('swollen', 1), ('doctor', 1), ('ignores', 1), ('baby', 1), ('dy', 1), ('africanamerican', 1), ('cent', 1), ('dollar', 1), ('white', 1), ('man', 1), ('make', 1)]"
5787,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Amy Klobuchar,So in short we need to one And I will do this in my first 100 days as president We will work to make sure everyone can vote at this table everyone can vote in this country and we will also go to the next step of criminal justice reform. Senator Booker and I worked on that First Step Act but we should go to the Second Step Act which is to help all our communities across our country.,,True,"[('short', 1), ('and', 1), ('day', 1), ('work', 2), ('everyone', 2), ('vote', 2), ('table', 1), ('step', 3), ('criminal', 1), ('justice', 1), ('reform', 1), ('senator', 1), ('booker', 1), ('first', 1), ('act', 2), ('second', 1), ('community', 1)]"
5788,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Rachel Maddow,Senator thank you very much. 30 second follow up to you Secretary Castro. This is a 70% Latino city here in Miami. You are the only Latino Democrat who is running this year in the presidential race. Is that enough of an answer? What Senator Klobuchar is describing there an economic justice agenda is that enough to mobilize Latino voters to stand with the Democratic party in a big way?,,False,"[('senator', 2), ('follow', 1), ('secretary', 1), ('castro', 1), ('this', 1), ('latino', 3), ('city', 1), ('miami', 1), ('you', 1), ('democrat', 1), ('run', 1), ('presidential', 1), ('race', 1), ('what', 1), ('klobuchar', 1), ('describe', 1), ('economic', 1), ('justice', 1), ('agenda', 1), ('mobilize', 1), ('voter', 1), ('democratic', 1), ('party', 1)]"
5789,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Julian Castro,Well I also think that we have to recognize racial and social justice. You know I was in Charleston not too long ago and I remembered that Dylann Roof went to the Mother Emmanuel AME church and he murdered nine people that were worshiping and then he was apprehended by police without incident. Well but what about Eric Garner and Tamir Rice and Laquan McDonald and Sandra Bland and Pamela Turner and Antonio  .  proud that  the only candidate so far that has put forward legislation that would reform our policing system in America and make sure that no matter the color of your skin is that  treated the same including Latinos who are mistreated too oftentimes by police.,,True,"[('well', 2), ('recognize', 1), ('racial', 1), ('social', 1), ('justice', 1), ('you', 1), ('charleston', 1), ('remember', 1), ('dylann', 1), ('roof', 1), ('go', 1), ('mother', 1), ('emmanuel', 1), ('ame', 1), ('church', 1), ('murder', 1), ('nine', 1), ('worship', 1), ('apprehend', 1), ('police', 3), ('incident', 1), ('eric', 1), ('garner', 1), ('tamir', 1), ('rice', 1), ('laquan', 1), ('mcdonald', 1), ('sandra', 1), ('bland', 1), ('pamela', 1), ('turner', 1), ('antonio', 1), ('proud', 1), ('candidate', 1), ('far', 1), ('legislation', 1), ('reform', 1), ('system', 1), ('america', 1), ('color', 1), ('skin', 1), ('treat', 1), ('include', 1), ('latino', 1), ('mistreat', 1), ('oftentimes', 1)]"
5791,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Chuck Todd,Let me go over to Lester Holt who got a question. I believe a viewer question.,,False,"[('let', 1), ('lester', 1), ('holt', 1), ('get', 1), ('believe', 1), ('viewer', 1)]"
5792,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Lester Holt,And  over here Chuck. Thanks. We asked voters across the country to submit their questions to the candidates. Let me read one now. This comes from John in New York who submitted this question. He asks Does the United States have a responsibility to protect in the case of genocide or crimes against humanity? Do we have a responsibility to intervene to protect people threatened by their governments even when atrocities do not affect American core interests?  like to direct that question to Congressman .,,False,"[('and', 1), ('chuck', 1), ('thanks', 1), ('ask', 1), ('voter', 1), ('submit', 2), ('question', 1), ('candidate', 1), ('let', 1), ('read', 1), ('this', 1), ('come', 1), ('john', 1), ('new', 1), ('york', 1), ('asks', 1), ('do', 1), ('united', 1), ('state', 1), ('responsibility', 2), ('protect', 2), ('case', 1), ('genocide', 1), ('crime', 1), ('humanity', 1), ('intervene', 1), ('threaten', 1), ('government', 1), ('atrocity', 1), ('affect', 1), ('american', 1), ('core', 1), ('interest', 1), ('direct', 1), ('congressman', 1)]"
5793,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Beto ORourke,John I appreciate the question. The answer is yes but that action should always be undertaken with allies and partners and friends. When the United States presents a united front we have a much better chance of achieving our foreign policy aims and preventing the kind of genocide to which you refer the kind of genocide that we saw in Rwanda the kind of genocide we want to stop going forward. But unfortunately under this administration President Trump has alienated our allies and our friends and our alliances. He diminished our standing in the world and  made us weaker as a country. Less able to confront challenges whether  Iran or North Korea or Vladimir Putin in Russia who attacked and invaded our democracy in 2016 and who President Trump has offered another invitation to do the same. He embraced strong men and dictators at the expense of the great democracies. As president I will make sure that we live our values in our foreign policy. I will ensure that we strengthen those alliances and partnerships and friendships and meet any challenge that we face together. That makes America stronger.,,False,"[('john', 1), ('appreciate', 1), ('the', 1), ('action', 1), ('always', 1), ('undertaken', 1), ('ally', 2), ('partner', 1), ('friend', 2), ('when', 1), ('united', 2), ('state', 1), ('present', 1), ('front', 1), ('well', 1), ('chance', 1), ('achieve', 1), ('foreign', 2), ('policy', 2), ('aim', 1), ('prevent', 1), ('genocide', 3), ('refer', 1), ('saw', 1), ('rwanda', 1), ('go', 1), ('but', 1), ('unfortunately', 1), ('administration', 1), ('president', 2), ('trump', 2), ('alienate', 1), ('alliance', 2), ('diminish', 1), ('stand', 1), ('world', 1), ('make', 2), ('weaker', 1), ('less', 1), ('able', 1), ('confront', 1), ('challenge', 2), ('iran', 1), ('north', 1), ('korea', 1), ('vladimir', 1), ('putin', 1), ('russia', 1), ('attack', 1), ('invade', 1), ('democracy', 2), ('offer', 1), ('another', 1), ('invitation', 1), ('embrace', 1), ('strong', 1), ('men', 1), ('dictator', 1), ('expense', 1), ('value', 1), ('ensure', 1), ('strengthen', 1), ('partnership', 1), ('friendship', 1), ('meet', 1), ('together', 1), ('that', 1), ('america', 1), ('stronger', 1)]"
5795,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Bill de Blasio,What about the War Powers Act being a part of that equation with deep respect to the Congressman. Look  learned painful lessons as Americans that  gone to war without congressional authorization. And look this is very personal for me. I know the cost of war. My dad served in the Pacific in World War II in the US Army Battle of Okinawa had half his leg blown off and he came home with scars both physical and emotional and he did not recover. He spiraled downward and he ultimately took his own life. And that battle  kill him but that war did. And look even in the humanitarian crisis And I think we should be ready Congressman to intervene god forbid there is a genocide but not without congressional approval. Democrats and Republicans both in the Congress have not challenged presidents and have let them get away with running the military without that congressional approval. We learned a lesson in Vietnam we seem to have forgotten. The decisions have to be made by the United States Congress in the name of the people.,,False,"[('what', 1), ('war', 5), ('power', 1), ('act', 1), ('equation', 1), ('deep', 1), ('respect', 1), ('congressman', 2), ('look', 1), ('learn', 2), ('painful', 1), ('lesson', 2), ('american', 1), ('go', 1), ('congressional', 3), ('authorization', 1), ('and', 4), ('personal', 1), ('dad', 1), ('serve', 1), ('pacific', 1), ('world', 1), ('army', 1), ('battle', 2), ('okinawa', 1), ('half', 1), ('leg', 1), ('blown', 1), ('come', 1), ('home', 1), ('scar', 1), ('physical', 1), ('emotional', 1), ('recover', 1), ('spiral', 1), ('downward', 1), ('ultimately', 1), ('take', 1), ('life', 1), ('kill', 1), ('humanitarian', 1), ('crisis', 1), ('ready', 1), ('intervene', 1), ('god', 1), ('forbid', 1), ('genocide', 1), ('approval', 2), ('democrat', 1), ('republican', 1), ('congress', 2), ('challenged', 1), ('president', 1), ('run', 1), ('military', 1), ('vietnam', 1), ('seem', 1), ('forgotten', 1), ('the', 1), ('decision', 1), ('make', 1), ('united', 1), ('state', 1), ('name', 1)]"
5796,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Rachel Maddow, going to pick up on this point and I want to put this to Congressman Ryan. Today the Taliban claimed responsibility for killing two American service members in Afghanistan. Leaders as disparate as President Obama and President Trump have both said that they want to end US involvement in Afghanistan but it  over for America. Why  it over? Why  presidents of very different parties and very different temperaments get us out of there and how could you?,,False,"[('go', 1), ('pick', 1), ('congressman', 1), ('ryan', 1), ('today', 1), ('taliban', 1), ('claimed', 1), ('responsibility', 1), ('kill', 1), ('american', 1), ('service', 1), ('member', 1), ('afghanistan', 2), ('leader', 1), ('disparate', 1), ('president', 3), ('obama', 1), ('trump', 1), ('say', 1), ('end', 1), ('involvement', 1), ('america', 1), ('why', 2), ('party', 1), ('temperament', 1)]"
5797,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Tim Ryan,I appreciate that question. So  been in congress 17 years and 12 of those years  sat on the Armed Services Committee the Defense Appropriations Committee or the Armed Services Committee and the lesson that  learned over the years is that you have to stay engaged in these situations. Nobody likes it. It long. It tedious. But right now we have So I would say we must be engaged in this. We must have our state department engaged. We much have our military engaged to the extent they need to be. But the reality of it is this president  even have people appointed in the state department to deal with these things whether  talking about Central America whether  talking about Iran whether  talking about Afghanistan  got to be completely engaged. And  why. Because these flare ups distract us from the real problems in the country. If  getting drones shot down for 130 million dollars because the president is distracted  130 million dollars that we could be spending in places like Youngstown Ohio or Flint Michigan or rebuilding-,,True,"[('appreciate', 1), ('congress', 1), ('year', 3), ('sat', 1), ('arm', 2), ('service', 2), ('committee', 3), ('defense', 1), ('appropriation', 1), ('lesson', 1), ('learn', 1), ('stay', 1), ('engage', 5), ('situation', 1), ('nobody', 1), ('like', 1), ('tedious', 1), ('but', 2), ('state', 2), ('department', 2), ('military', 1), ('extent', 1), ('reality', 1), ('appoint', 1), ('deal', 1), ('thing', 1), ('talk', 3), ('central', 1), ('america', 1), ('iran', 1), ('afghanistan', 1), ('get', 2), ('completely', 1), ('and', 1), ('because', 1), ('flare', 1), ('ups', 1), ('distract', 2), ('problem', 1), ('drone', 1), ('shot', 1), ('million', 2), ('dollar', 2), ('spending', 1), ('place', 1), ('youngstown', 1), ('ohio', 1), ('flint', 1), ('michigan', 1), ('rebuild', 1)]"
5798,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Rachel Maddow,Congressman Ryan Congresswoman Gabbard  going to give you 30 seconds actually to jump off what he said. He described engagement as the problem.,,False,"[('congressman', 1), ('ryan', 1), ('congresswoman', 1), ('gabbard', 1), ('go', 1), ('give', 1), ('second', 1), ('jump', 1), ('say', 1), ('described', 1), ('engagement', 1), ('problem', 1)]"
5799,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Tulsi Gabbard,Is that what you will tell the parents of those two soldiers who were just killed in Afghanistan? Well we just have to be engaged. As a soldier I will tell you that answer is unacceptable. We have to bring our troops home from Afghanistan. We are in a place in Afghanistan where we have lost so many lives.  spent so much money money  coming out of every one of our pockets money that should be going into communities here at home meeting the needs of the people here at home. We are no better off in Afghanistan today than we were when this war began. This is why  so important to have a president commander in chief who knows the cost of war and who ready to do the job on day one. I am ready to do that job when I walk into the Oval Office.,,True,"[('parent', 1), ('soldier', 2), ('kill', 1), ('afghanistan', 4), ('well', 2), ('engage', 1), ('unacceptable', 1), ('troop', 1), ('home', 3), ('lose', 1), ('life', 1), ('spent', 1), ('money', 3), ('come', 1), ('pocket', 1), ('go', 1), ('community', 1), ('meeting', 1), ('need', 1), ('war', 2), ('begin', 1), ('this', 1), ('commander', 1), ('chief', 1), ('know', 1), ('ready', 2), ('job', 2), ('walk', 1), ('oval', 1), ('office', 1)]"
5800,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Chuck Todd, going to go down the line here. You know what? You felt like she was responding You get 30 seconds. Go.,,False,"[('go', 1), ('line', 1), ('you', 3), ('felt', 1), ('respond', 1), ('second', 1)]"
5803,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Tim Ryan,I would just say I  want to be engaged. I wish we were spending all this money in places that  represented that have been completely forgotten and we were rebuilding. But the reality of it is if the United States  engaged the Taliban will grow and they will have bigger bolder terrorist acts. We have got to have some presence there.,,True,"[('engage', 2), ('wish', 1), ('spending', 1), ('money', 1), ('place', 1), ('represent', 1), ('completely', 1), ('forgotten', 1), ('rebuild', 1), ('but', 1), ('reality', 1), ('united', 1), ('state', 1), ('taliban', 1), ('grow', 1), ('bigger', 1), ('bolder', 1), ('terrorist', 1), ('act', 1), ('get', 1), ('presence', 1)]"
5804,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Tulsi Gabbard,he Taliban was there long before we came in  be there long before we leave.,,True,"[('taliban', 1), ('come', 1), ('leave', 1)]"
5806,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Tulsi Gabbard,We cannot keep U.S. troops deployed to Afghanistan thinking that  going to somehow squash this Taliban that has been there that every other country  tried and failed.,,True,"[('us', 1), ('troop', 1), ('deployed', 1), ('afghanistan', 1), ('think', 1), ('go', 1), ('somehow', 1), ('squash', 1), ('taliban', 1), ('try', 1), ('fail', 1)]"
5807,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Tim Ryan,I  say squash them. When we  in there they started flying planes into our buildings. So  just saying right now-,,True,"[('squash', 1), ('when', 1), ('start', 1), ('fly', 1), ('plane', 1), ('building', 1), ('say', 1), ('now', 1)]"
5812,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Tulsi Gabbard,hat why I and so many other people joined the military to go after Al Qaeda not the Taliban.,,True,"[('hat', 1), ('join', 1), ('military', 1), ('qaeda', 1), ('taliban', 1)]"
5813,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Tim Ryan,he Taliban was protecting those people who were plotting against us. All  saying is if we want to go in to elections and we want to say that we got to withdraw from the world  what President Trump is saying. We  I would love for us to-,,True,"[('taliban', 1), ('protect', 1), ('plot', 1), ('all', 1), ('say', 2), ('election', 1), ('get', 1), ('withdraw', 1), ('world', 1), ('president', 1), ('trump', 1), ('love', 1), ('to', 1)]"
5815,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Chuck Todd,I want to go down the line here finish up foreign policy. It a simple question. What is our Who is the geopolitical threat to the United States? Just give me a one word answer. Congressman Delaney?,,False,"[('line', 1), ('finish', 1), ('foreign', 1), ('policy', 1), ('simple', 1), ('what', 1), ('who', 1), ('geopolitical', 1), ('threat', 1), ('united', 1), ('state', 1), ('just', 1), ('give', 1), ('word', 1), ('congressman', 1), ('delaney', 1)]"
5818,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,John Delaney,Well the biggest geopolitical challenge is China but the biggest geopolitical threat remains nuclear weapons.,,True,"[('well', 1), ('biggest', 2), ('geopolitical', 2), ('challenge', 1), ('china', 1), ('threat', 1), ('remains', 1), ('nuclear', 1), ('weapon', 1)]"
5822,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Jay Inslee,The biggest threat to security of the United States is Donald Trump. T no question.,,True,"[('the', 1), ('biggest', 1), ('threat', 1), ('security', 1), ('united', 1), ('state', 1), ('donald', 1), ('trump', 1)]"
5826,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Tulsi Gabbard,he greatest threat that we face is the fact that we are at a greater risk of nuclear war today than ever before in history.,,True,"[('greatest', 1), ('threat', 1), ('greater', 1), ('risk', 1), ('nuclear', 1), ('war', 1), ('ever', 1), ('history', 1)]"
5828,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Amy Klobuchar,Two threats. Economic threat China. But our major threat right now is  going on in the mid-east with Iran if we  get-,,True,"[('two', 1), ('threat', 3), ('economic', 1), ('china', 1), ('but', 1), ('major', 1), ('go', 1), ('mideast', 1), ('iran', 1), ('get', 1)]"
5829,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Chuck Todd,Okay. Try to keep it to one or Slimmer than what  been going here. One or two word.,,False,"[('okay', 1), ('try', 1), ('slimmer', 1), ('go', 1), ('one', 1), ('word', 1)]"
5830,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Beto ORourke,xistential threat is climate change. We have to confront it before  too late.,,False,"[('xistential', 1), ('threat', 1), ('climate', 1), ('change', 1), ('confront', 1), ('late', 1)]"
5840,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Bill de Blasio,Russia because  trying to undermine our democracy and  been doing a pretty damn good job of it and we need to stop them.,,False,"[('russia', 1), ('try', 1), ('undermine', 1), ('democracy', 1), ('pretty', 1), ('damn', 1), ('job', 1)]"
5841,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Chuck Todd,All right. Well. Thank you for that wide variety of answers. And I mean that. No I mean that in a That what this debate is about. This is the best part of a debate like this. Congressman  special council Robert Mueller report outlines multiple instances of potential criminal behavior by President Trump. House Speaker Pelosi has publicly and privately resisted any move toward impeachment in the House. If the House chooses not to impeach as president would you do anything to address the potential crimes that were outlined in Mr. Mueller report?,,False,"[('all', 1), ('well', 1), ('thank', 1), ('wide', 1), ('variety', 1), ('answer', 1), ('and', 1), ('that', 1), ('this', 1), ('congressman', 1), ('special', 1), ('council', 1), ('robert', 1), ('mueller', 2), ('report', 2), ('outline', 2), ('multiple', 1), ('instance', 1), ('potential', 2), ('criminal', 1), ('behavior', 1), ('president', 1), ('trump', 1), ('house', 3), ('speaker', 1), ('pelosi', 1), ('publicly', 1), ('privately', 1), ('resist', 1), ('toward', 1), ('impeachment', 1), ('chooses', 1), ('impeach', 1), ('anything', 1), ('address', 1), ('crime', 1), ('mr', 1)]"
5844,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Beto ORourke,ne of the most powerful pieces of art in the United States capital is the Trumbull painting of General George Washington resigning his commission to the Continental Congress at the height of his power submitting to the rule of law and the will of people. That has withstood the test of time for the last 243 years.,,False,"[('powerful', 1), ('piece', 1), ('art', 1), ('united', 1), ('state', 1), ('capital', 1), ('trumbull', 1), ('painting', 1), ('general', 1), ('george', 1), ('washington', 1), ('resign', 1), ('commission', 1), ('continental', 1), ('congress', 1), ('height', 1), ('power', 1), ('submit', 1), ('rule', 1), ('law', 1), ('that', 1), ('withstood', 1), ('test', 1), ('year', 1)]"
5845,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Beto ORourke,If we set another precedent now that a candidate who invited the participation of a foreign power a president who sought to obstruct the investigation into the invasion of our democracy if we allow him to get away with this with complete impunity then we will have set a new standard and that is that some people because of the position of power and public trust that they hold are above the law and we cannot allow that to stand. So we must begin impeachment now so that we have the facts and the truth and we followed them as far as they go and as high up as they reach and we save this democracy. And if we have not been able to do that in this year or the year that follows and under my administration our Department of Justice will pursue these facts and ensure that there are consequences there is accountability and there is justice. Its the only way that we save this country.,,False,"[('set', 2), ('another', 1), ('precedent', 1), ('candidate', 1), ('invite', 1), ('participation', 1), ('foreign', 1), ('power', 2), ('sought', 1), ('obstruct', 1), ('investigation', 1), ('invasion', 1), ('democracy', 2), ('allow', 2), ('complete', 1), ('impunity', 1), ('standard', 1), ('position', 1), ('public', 1), ('trust', 1), ('hold', 1), ('law', 1), ('impeachment', 1), ('fact', 2), ('truth', 1), ('follow', 2), ('far', 1), ('high', 1), ('reach', 1), ('save', 2), ('and', 1), ('able', 1), ('administration', 1), ('department', 1), ('justice', 2), ('pursue', 1), ('ensure', 1), ('consequence', 1), ('accountability', 1), ('its', 1)]"
5847,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,Rachel Maddow,Congressman Delaney because of the accountability issues that Congressman  was just describing there and the real political landscape in which Nancy Pelosi is saying that impeachment will not be pursued in the House it raises the prospect and the Mueller report raises the prospect that President Trump could be prosecuted for some of those potential crimes down the line. No U.S. president has ever been prosecuted for crimes after leaving office. Do you believe that President Trump could or should be the first?,,False,"[('congressman', 2), ('delaney', 1), ('accountability', 1), ('issue', 1), ('describe', 1), ('landscape', 1), ('nancy', 1), ('pelosi', 1), ('say', 1), ('impeachment', 1), ('pursue', 1), ('house', 1), ('raise', 2), ('prospect', 2), ('mueller', 1), ('report', 1), ('president', 2), ('trump', 2), ('prosecute', 2), ('potential', 1), ('crime', 2), ('line', 1), ('us', 1), ('ever', 1), ('leave', 1), ('office', 1), ('believe', 1)]"
5850,06-26-2019,Transcript from Night 1 of the 2019 June Democratic Debates,Part 3,John Delaney,I  think anyone above the law. I  think anyone is above the law including a president. I support Speaker Pelosi decisions that she is making in the House of Representatives right now as speaker. I think she knows more about the decision as to whether to impeach the president than any of the 2020 candidates combined.,,True,"[('anyone', 2), ('law', 2), ('include', 1), ('support', 1), ('speaker', 2), ('pelosi', 1), ('decision', 2), ('make', 1), ('house', 1), ('representative', 1), ('know', 1), ('impeach', 1), ('candidate', 1), ('combine', 1)]"
